"","player_api_id","player_name","no_of_appearences","overall_rating","gk_rating","no_of_leagues"
"1310",80184,"Boris Pandza",59,69,49,2
"1311",69341,"Boris Peskovic",16,66,334,2
"1312",435684,"Boris Radunovic",1,59,296,1
"1313",30464,"Boris Smiljanic",60,80,154,1
"1314",141160,"Boris Vukcevic",32,73,138,1
"1315",200917,"Borja Baston",29,74,115,1
"1316",242151,"Borja Ekiza",68,75,52,1
"1317",38431,"Borja Fernandez",108,75,148,1
"1318",175305,"Borja Garcia",12,71,122,1
"1319",213823,"Borja Gomez",16,72,61,1
"1320",410424,"Borja Lopez",3,71,67,1
"1321",635772,"Borja Mayoral",1,66,51,1
"1322",33895,"Borja Neru",9,69,138,1
"1323",33747,"Borja Oubina",60,75,146,1
"1324",213831,"Borja Perez",8,64,54,1
"1325",38433,"Borja Valero",257,83,158,3
"1326",102623,"Borja Viguera",10,74,123,1
"1327",40601,"Bosko Jankovic",51,77,142,1
"1328",26223,"Bostjan Cesar",198,77,144,2
"1329",30934,"Boubacar Barry Copa",114,73,348,1
"1330",131411,"Boubacar Dembele",1,58,124,1
"1331",154433,"Boubacar Diabang Dialiba",36,70,137,2
"1332",38212,"Boubacar Diarra",10,66,128,1
"1333",288622,"Boubacar Fofana",22,70,60,1
"1334",112561,"Boubacar Mansaly",1,60,113,1
"1335",35996,"Boubacar Sanogo",28,78,136,2
"1336",265591,"Boubacar Sylla",3,58,58,1
"1337",103482,"Bouchaib El Moubarki",5,60,114,1
"1338",24116,"Boudewijn Zenden",15,77,140,2
"1339",25519,"Boukari Drame",145,75,124,2
"1340",278341,"Bouna Sarr",25,72,58,1
"1341",46416,"Bourama Ouattara",1,62,120,1
"1342",26484,"Boy Waterman",34,73,369,1
"1343",30380,"Brad Friedel",82,82,420,1
"1344",69650,"Brad Guzan",142,79,388,1
"1345",301237,"Brad McKay",25,60,55,1
"1346",515338,"Brad Smith",3,60,62,1
"1347",24583,"Bradley Johnson",75,73,149,1
"1348",35442,"Bradley Jones",43,73,364,2
"1349",23593,"Bradley Orr",6,67,145,1
"1350",150038,"Braga",66,73,140,1
"1351",281110,"Brahim Darri",31,69,62,1
"1352",93359,"Brahim Ferradj",16,66,124,1
"1353",26589,"Bram Castro",82,69,352,2
"1354",67939,"Bram De Ly",7,60,113,1
"1355",178758,"Bram Nuytinck",102,74,122,2
"1356",37215,"Bram van Polen",109,71,57,1
"1357",36835,"Bram Verbist",95,67,336,1
"1358",505059,"Branco van den Boomen",9,67,48,1
"1359",40197,"Brandao",105,77,137,1
"1360",352358,"Brandley Kuwas",27,68,58,1
"1361",445873,"Brandon Mechele",23,73,56,1
"1362",258245,"Branimir Hrgota",10,70,48,1
"1363",31306,"Branislav Ivanovic",227,83,136,1
"1364",176303,"Branislav Micic",3,56,123,1
"1365",432217,"Branislav Ninaj",6,64,54,1
"1366",207240,"Branko Bankovic",2,52,47,1
"1367",12454,"Branko Ilic",1,69,138,1
"1368",19674,"Branko Jelic",6,62,110,1
"1369",16292,"Branko Lazarevic",4,66,53,1
"1370",38379,"Braulio",11,75,120,1
"1371",110331,"Brayan Angulo",48,70,125,2
"1372",198777,"Brayan Beckeles",20,68,55,1
"1373",281999,"Brayan Perea",14,72,40,2
"1374",95615,"Brecht Capon",102,69,133,1
"1375",208929,"Brecht Dejaeghere",54,74,55,1
"1376",6803,"Brecht Verbrugghe",14,63,143,1
"1377",26777,"Brede Hangeland",221,83,166,1
"1378",527103,"Breel Embolo",42,76,45,1
"1379",200871,"Breitner",11,70,149,1
"1380",316688,"Brendon Galloway",16,66,45,1
"1381",535800,"Breno",7,65,48,1
"1382",93041,"Breno",16,75,136,1
"1383",30842,"Brett Emerton",59,77,143,1
"1384",30503,"Brett Holman",81,74,138,2
"1385",23299,"Brett Ormerod",3,71,94,1
"1386",32561,"Brian Allison",3,61,128,1
"1387",67228,"Brian Easton",134,66,118,1
"1388",95793,"Brian Graham",29,62,45,1
"1389",80678,"Brian Hamalainen",38,69,42,1
"1390",24788,"Brian Jensen",19,76,374,1
"1391",32825,"Brian Kerr",7,69,142,1
"1392",35500,"Brian McLean",72,66,52,1
"1393",195134,"Brian McQueen",1,56,59,1
"1394",26670,"Brian van Loo",35,70,349,1
"1395",26483,"Brian Vandenbussche",55,71,346,1
"1396",210691,"Brice Dja Djedje",127,76,50,1
"1397",104392,"Brice Jovial",22,72,119,1
"1398",186806,"Brice Maubleu",1,61,302,1
"1399",427980,"Brice Ntambwe",3,64,49,1
"1400",195737,"Brice Owona",6,61,136,1
"1401",11796,"Briguel",94,66,112,1
"1402",363910,"Brito",28,68,51,1
"1403",115160,"Brown Ideye",92,76,115,3
"1404",361322,"Bruma",16,79,52,2
"1405",361371,"Bruninho",3,64,47,1
"1406",32591,"Bruno Aguiar",21,66,133,1
"1407",25920,"Bruno Alves",45,83,140,1
"1408",375782,"Bruno Alves",3,64,53,1
"1409",31298,"Bruno Amaro",112,71,147,1
"1410",143523,"Bruno Andrade",21,68,64,1
"1411",171988,"Bruno Bertucci",14,64,126,1
"1412",172888,"Bruno Cesar",38,79,134,1
"1413",34101,"Bruno Cheyrou",14,72,137,1
"1414",19372,"Bruno China",99,71,137,2
"1415",39441,"Bruno Cirillo",20,75,139,1
"1416",265688,"Bruno Cortez",3,74,49,1
"1417",41083,"Bruno Ecuele Manga",117,79,123,1
"1418",422685,"Bruno Fernandes",51,77,63,1
"1419",193992,"Bruno Flavio Di Paula,18",11,64,141,1
"1420",181190,"Bruno Gallo",27,67,139,1
"1421",361763,"Bruno Gaspar",50,74,44,1
"1422",346111,"Bruno Godeau",22,66,51,1
"1423",268273,"Bruno Gonzalez",31,74,50,1
"1424",93471,"Bruno Grougi",72,75,134,1
"1425",638778,"Bruno Henrique",1,71,50,1
"1426",25798,"Bruno Lazaroni",38,67,135,1
"1427",252283,"Bruno Lopes",12,68,50,1
"1428",166507,"Bruno Martignoni",10,65,42,1
"1429",212511,"Bruno Martins Indi",141,80,48,2
"1430",11861,"Bruno Mendes",11,66,129,1
"1431",395510,"Bruno Mendes",1,70,53,1
"1432",98383,"Bruno Miguel",34,70,122,1
"1433",164363,"Bruno Monteiro",15,64,65,1
"1434",25929,"Bruno Moraes",23,72,56,1
"1435",164334,"Bruno Moreira",57,74,47,1
"1436",211780,"Bruno Nascimento",30,71,55,1
"1437",406330,"Bruno Nazario",8,65,57,1
"1438",11829,"Bruno Patacas",52,70,136,1
"1439",79013,"Bruno Pereirinha",21,76,158,2
"1440",267911,"Bruno Peres",57,80,47,1
"1441",127829,"Bruno Perone",1,63,57,1
"1442",424875,"Bruno Petkovic",2,67,59,1
"1443",74403,"Bruno Saltor",87,77,145,1
"1444",575118,"Bruno Santos",15,64,51,1
"1445",113517,"Bruno Severino",1,67,42,1
"1446",26468,"Bruno Silva",1,70,137,1
"1447",42479,"Bruno Soriano",190,82,150,1
"1448",34086,"Bruno Sutter",3,54,119,1
"1449",46386,"Bruno Teles",58,70,138,1
"1450",238851,"Bruno Turco",1,64,53,1
"1451",228982,"Bruno Uvini",32,71,71,1
"1452",32034,"Bruno Vale",17,74,368,1
"1453",163981,"Bruno Verissimo",8,70,352,1
"1454",43294,"Bruno Vilela Gama",98,75,140,2
"1455",193937,"Bruno Zuculini",1,74,55,1
"1456",26408,"Bryan Bergougnoux",13,72,144,1
"1457",299799,"Bryan Cristante",3,72,57,2
"1458",202633,"Bryan Dabo",58,73,45,1
"1459",659493,"Bryan Heynen",3,64,43,1
"1460",23946,"Bryan Hughes",1,71,99,1
"1461",147594,"Bryan Linssen",126,72,51,1
"1462",193859,"Bryan Oviedo",20,71,136,1
"1463",481694,"Bryan Pele",9,66,54,1
"1464",206679,"Bryan Rabello",3,74,62,2
"1465",128298,"Bryan Rodriguez",4,69,54,1
"1466",38229,"Bryan Ruiz",150,82,181,4
"1467",179208,"Bryan Smeets",13,67,35,1
"1468",303179,"Bryan Verboom",58,70,50,1
"1469",164147,"Bura",31,66,49,1
"1470",177083,"Burak Kaplan",1,66,128,1
"1471",452243,"Burgui",4,70,46,1
"1472",113235,"Burim Kukeli",94,65,116,1
"1473",23254,"Burton O'Brien",32,66,146,1
"1474",67008,"Cabral",60,66,122,3
"1475",27578,"Caca",6,70,144,1
"1476",27642,"Cacau",62,80,123,1
"1477",25908,"Cadu",17,69,41,1
"1478",163840,"Caetano",29,69,46,1
"1479",361768,"Cafu",49,72,56,1
"1480",42221,"Cagdas Atan",64,75,142,2
"1481",80564,"Caio",97,75,144,2
"1482",150922,"Caiuby",27,73,113,1
"1483",112205,"Cala",59,74,119,2
"1484",23563,"Caleb Folan",6,71,108,1
"1485",642604,"Caleb Gomina",1,62,50,1
"1486",131117,"Caleb Patterson-Sewell",3,63,323,1
"1487",201733,"Callum Ball",9,63,37,1
"1488",195283,"Callum Booth",68,65,68,1
"1489",23186,"Callum Davidson",45,71,121,1
"1490",111060,"Callum McGregor",10,67,54,1
"1491",172841,"Callum McManaman",10,73,99,1
"1492",211849,"Callum Morris",29,64,52,1
"1493",355739,"Callum Paterson",60,67,56,1
"1494",287900,"Callum Tapping",13,58,56,1
"1495",184321,"Callum Wilson",9,75,102,1
"1496",166423,"Calum Butcher",7,62,105,1
"1497",425255,"Calum Chambers",34,72,56,1
"1498",37277,"Calum Davenport",14,76,128,1
"1499",38763,"Calum Elliot",21,66,114,1
"1500",620128,"Calvin Colquhoun",1,53,52,1
"1501",110138,"Calvin Jong-a-Pin",59,68,129,1
"1502",206738,"Calvin Kadi",16,68,53,1
"1503",179201,"Calvin Mac-Intosh",23,66,59,1
"1504",23692,"Calvin Zola Makongo",9,63,120,1
"1505",32566,"Camel Meriem",50,79,124,1
"1506",32713,"Cameron Bell",115,70,343,1
"1507",693138,"Cameron Borthwick-Jackson",3,67,45,1
"1508",562593,"Cameron Brannagan",1,60,47,1
"1509",31953,"Cameron Jerome",116,78,141,1
"1510",448810,"Cameron Kerr",3,55,47,1
"1511",315888,"Cameron Smith",12,63,44,1
"1512",45335,"Camora",43,67,135,1
"1513",43305,"Candido Costa",10,70,135,1
"1514",292769,"Caner Cavlan",24,69,51,1
"1515",37480,"Cani",120,79,139,1
"1516",20323,"Carciano",4,67,134,1
"1517",23371,"Carl Dickinson",3,65,132,1
"1518",49562,"Carl Finnigan",26,67,92,1
"1519",36832,"Carl Hoefkens",102,73,131,2
"1520",214685,"Carl Jenkinson",66,74,65,1
"1521",40721,"Carl Medjani",73,74,134,2
"1522",23697,"Carl Tremarco",57,61,98,1
"1523",147351,"Carlao",100,70,116,1
"1524",165889,"Carlao",29,72,133,2
"1525",358289,"Carles Gil",46,75,58,2
"1526",160845,"Carles Martinez",29,65,41,1
"1527",213694,"Carles Planas",28,71,67,1
"1528",30661,"Carles Puyol",114,89,152,1
"1529",164467,"Carlitos",1,62,124,1
"1530",22519,"Carlitos",69,66,135,1
"1531",95230,"Carlitos",78,71,129,3
"1532",23984,"Carlo Cudicini",20,81,395,1
"1533",181053,"Carlo Evertz",1,54,60,1
"1534",39420,"Carlo Zotti",33,66,326,1
"1535",38887,"Carlos Acuna",1,72,127,1
"1536",166648,"Carlos Bacca",76,82,45,3
"1537",30904,"Carlos Bocanegra",119,76,140,2
"1538",102912,"Carlos Calvo",18,71,143,1
"1539",195717,"Carlos Carbonero",25,74,56,1
"1540",17299,"Carlos Carmona",9,72,138,1
"1541",49940,"Carlos Carmona",139,75,150,1
"1542",574654,"Carlos Castro",7,69,57,1
"1543",282471,"Carlos Clerc",1,64,56,1
"1544",33863,"Carlos Cuellar",83,81,141,1
"1545",264738,"Carlos Daniel",1,60,64,1
"1546",37754,"Carlos Diogo",46,76,137,1
"1547",174062,"Carlos Eduardo",50,76,138,2
"1548",78990,"Carlos Eduardo",38,81,143,1
"1549",30954,"Carlos Edwards",3,77,124,1
"1550",43285,"Carlos Fernandes",49,65,133,1
"1551",516854,"Carlos Fernandez",1,62,54,1
"1552",280943,"Carlos Fonseca",6,64,43,1
"1553",570976,"Carlos Fortes",1,59,53,1
"1554",74404,"Carlos Garcia",51,75,148,1
"1555",317822,"Carlos Gruezo",7,71,54,1
"1556",33024,"Carlos Gurpegi",134,79,141,1
"1557",26142,"Carlos Henrique",86,82,149,1
"1558",57076,"Carlos Javier Grossmuller",17,73,54,2
"1559",25563,"Carlos Kameni",177,82,399,1
"1560",112848,"Carlos Labrin",7,69,67,1
"1561",192841,"Carlos Lazaro Vallejo",3,67,139,1
"1562",74721,"Carlos Lorens Bellvis",34,72,146,1
"1563",493196,"Carlos Mane",17,76,60,1
"1564",281330,"Carlos Manuel",1,67,56,1
"1565",30752,"Carlos Marchena",73,83,149,1
"1566",102620,"Carlos Martinez",116,78,127,1
"1567",37548,"Carlos Martins",95,79,151,2
"1568",18923,"Carlos Matheu",13,71,46,1
"1569",11759,"Carlos Milhazes,22",22,68,141,1
"1570",148153,"Carlos Olascuaga",1,68,53,1
"1571",74302,"Carlos Pena",44,70,145,1
"1572",566408,"Carlos Ponck",1,61,55,1
"1573",38136,"Carlos Reina Aranda",77,74,125,1
"1574",34479,"Carlos Salcido",58,81,152,2
"1575",40939,"Carlos Saleiro",17,74,139,2
"1576",56972,"Carlos Sanchez",172,77,153,3
"1577",569171,"Carlos Santos",25,66,54,1
"1578",68482,"Carlos Servin",3,64,316,1
"1579",38817,"Carlos Tevez",174,88,149,2
"1580",183440,"Carlos Tomas",1,65,135,1
"1581",27785,"Carlos Valdez",30,69,168,1
"1582",25952,"Carlos Varela",31,69,137,1
"1583",75342,"Carlos Vela",135,83,146,2
"1584",518240,"Carlos Vigaray",19,70,50,1
"1585",106309,"Carlos Zambrano",129,77,139,1
"1586",40841,"Carlos",28,70,343,1
"1587",34543,"Carlton Cole",104,78,116,1
"1588",562725,"Carlton Morris",26,59,59,1
"1589",38004,"Carmelo Gonzalez",48,74,142,1
"1590",157899,"Carreno Enrique Javier",1,60,109,1
"1591",27548,"Carsten Cullmann",1,64,55,1
"1592",35881,"Carsten Rothenbach",13,69,140,1
"1593",248154,"Cas Peters",28,68,53,1
"1594",208494,"Casemiro",40,79,67,2
"1595",315036,"Cassio Magalhaes",3,61,49,1
"1596",101584,"Cassio",9,78,389,1
"1597",19515,"Cassio",193,74,365,1
"1598",45312,"Cassio",21,70,45,1
"1599",46531,"Casto Espinosa",45,73,359,1
"1600",32675,"Cata Diaz",142,83,151,1
"1601",171968,"Caue",34,65,49,1
"1602",282276,"Cauley Woodrow",3,63,69,1
"1603",200238,"Cayfano Latupeirissa",3,62,28,1
"1604",312561,"Cedric Badjeck",1,61,45,1
"1605",201939,"Cedric Bakambu",60,80,45,2
"1606",41194,"Cedric Barbosa",74,74,58,1
"1607",39153,"Cedric Berthelin",41,65,316,1
"1608",131486,"Cedric Betremieux",1,61,98,1
"1609",451982,"Cedric Brunner",22,60,50,1
"1610",46708,"Cedric Cambon",80,71,53,1
"1611",26168,"Cedric Carrasso",268,83,408,1
"1612",46890,"Cedric Collet",8,67,96,2
"1613",154276,"Cedric D'Ulivo",23,68,124,1
"1614",41146,"Cedric Faure",22,77,63,2
"1615",11323,"Cedric Hengbart",144,78,119,1
"1616",473858,"Cedric Hountondji",13,69,57,1
"1617",726956,"Cedric Itten",4,54,41,1
"1618",41121,"Cedric Kante",81,74,151,1
"1619",27512,"Cedric Makiadi",125,75,135,1
"1620",71603,"Cedric Mongongu",102,74,133,1
"1621",160627,"Cedric Soares",109,78,60,2
"1622",36016,"Cedric van der Gun",30,71,123,1
"1623",26287,"Cedric Varrault",70,76,53,1
"1624",466308,"Cedric Yambere",28,68,57,1
"1625",187279,"Cedric",4,72,112,1
"1626",33682,"Cees Paauwe",12,68,335,1
"1627",659779,"Celestine Lazarus",1,53,58,1
"1628",181194,"Celestino",34,66,98,1
"1629",51953,"Celso Borges",25,77,119,1
"1630",159465,"Celso Ortiz",64,74,135,1
"1631",36836,"Cephas Chimedza",19,67,107,1
"1632",37440,"Cesar Arzo",91,76,155,2
"1633",72541,"Cesar Azpilicueta",224,82,141,3
"1634",30472,"Cesar Delgado",24,82,154,1
"1635",25782,"Cesar Fernando",45,62,143,1
"1636",33828,"Cesar Navas",9,76,146,1
"1637",38888,"Cesar Peixoto",66,75,149,1
"1638",24494,"Cesar Sanchez",64,80,414,1
"1639",39702,"Cesar",1,70,146,1
"1640",450293,"Cesar",2,67,42,1
"1641",39419,"Cesare Bovo",155,78,131,1
"1642",27721,"Cesare Natali",123,78,144,1
"1643",30613,"Cesc Fabregas",217,89,166,2
"1644",78314,"Ceyhun Gulselam",15,74,122,1
"1645",92375,"Cezary Wilk",85,72,132,2
"1646",36040,"Chadli Amri",3,70,132,1
"1647",538336,"Chadrac Akolo",4,56,49,1
"1648",134220,"Chafik Najih",1,60,117,1
"1649",185067,"Chaher Zarour",14,68,125,1
"1650",46468,"Chahir Belghazouani",15,67,55,1
"1651",248169,"Chaker Alhadhur",17,67,58,1
"1652",111925,"Chaker Zouaghi",17,63,52,1
"1653",277761,"Chancel Mbemba",31,77,53,2
"1654",33100,"Chaouki Ben Saada",42,72,132,1
"1655",209439,"Charalampos Mavrias",1,71,54,1
"1656",50638,"Charles Aranguiz",3,78,55,1
"1657",93470,"Charles Diers",1,65,127,1
"1658",5700,"Charles Dissels",1,65,132,1
"1659",78185,"Charles Kabore",64,77,138,1
"1660",40570,"Charles Mulgrew",145,75,141,1
"1661",29581,"Charles N'Zogbia",127,79,144,1
"1662",93448,"Charles Nwaogu Uchenna",1,61,46,1
"1663",743720,"Charles Pickel",1,50,53,1
"1664",35882,"Charles Takyi",18,71,150,1
"1665",481106,"Charles Telfer",11,63,57,1
"1666",720738,"Charles Traore",5,55,52,1
"1667",426633,"Charles-Elie Leprevotte",1,57,35,1
"1668",213653,"Charles",74,76,53,1
"1669",39109,"Charlie Adam",116,80,153,2
"1670",187266,"Charlie Austin",27,77,96,1
"1671",68237,"Charlie Daniels",37,71,112,1
"1672",47333,"Charlie Davies",6,74,114,1
"1673",260969,"Charlie I'Anson",1,62,57,1
"1674",289137,"Charlie Taylor",1,69,54,1
"1675",480213,"Charlie Trafford",1,58,41,1
"1676",112119,"Charlison Benschop",58,73,110,3
"1677",178506,"Charlton Vicento",35,66,121,1
"1678",722766,"Charly Musonda",10,71,36,1
"1679",520299,"Charni Ekangamene",4,61,50,1
"1680",27654,"Chavdar Yankov",1,73,151,1
"1681",107216,"Ched Evans",1,69,117,1
"1682",40707,"Cheick Diabate",79,77,108,1
"1683",186153,"Cheick Doukoure",16,66,116,1
"1684",279449,"Cheick Fantamady Diarra",5,67,53,1
"1685",38373,"Cheik Tiote",127,82,137,2
"1686",94549,"Cheikh Mbengue",193,75,139,1
"1687",426612,"Cheikh Ndoye",26,76,58,1
"1688",148302,"Cheikhou Kouyate",105,76,135,2
"1689",75600,"Chema",3,72,352,1
"1690",38312,"Chemcedine El Araichi",10,64,127,1
"1691",120737,"Chengdong Zhang",22,70,42,1
"1692",98357,"Chico Silva",4,60,116,1
"1693",74663,"Chico",137,77,108,3
"1694",666954,"Chidozie Awaziem",10,70,55,1
"1695",36133,"Chinedu Ede",26,69,109,2
"1696",40176,"Chinedu Obasi",67,79,119,1
"1697",98401,"Chiro N'Toko",3,64,42,1
"1698",210186,"Chistopher Mfuyi,25",24,57,138,1
"1699",43247,"Chris Baird",76,75,155,1
"1700",113772,"Chris Basham",3,69,137,1
"1701",23257,"Chris Brunt",181,75,148,1
"1702",240540,"Chris Chantler",14,59,45,1
"1703",32415,"Chris Clark",15,66,145,1
"1704",38856,"Chris Eagles",39,74,136,1
"1705",179050,"Chris Erskine",36,65,60,1
"1706",38067,"Chris Gunter",22,73,138,1
"1707",110947,"Chris Herd",16,70,142,1
"1708",32622,"Chris Hogg",90,71,116,1
"1709",40137,"Chris Humphrey",90,69,111,1
"1710",32474,"Chris Innes",20,63,119,1
"1711",23431,"Chris Iwelumo",1,73,117,1
"1712",47551,"Chris Katongo,30",22,78,129,1
"1713",23724,"Chris Killen",1,73,116,1
"1714",34421,"Chris Kirkland",68,77,391,1
"1715",265363,"Chris Loewe",6,73,54,1
"1716",75500,"Chris Makiese",13,64,122,1
"1717",94313,"Chris Malonga",46,74,123,3
"1718",47555,"Chris Martin",1,72,93,1
"1719",243248,"Chris Mavinga",61,73,57,1
"1720",21849,"Chris McCann",6,73,150,1
"1721",17528,"Chris Millar",190,63,129,1
"1722",388025,"Chris Philipps",6,62,47,1
"1723",23728,"Chris Porter",20,72,114,1
"1724",24163,"Chris Riggott",17,75,77,1
"1725",21914,"Chris Robertson",16,63,105,1
"1726",165823,"Chris Smalling",109,83,133,1
"1727",34656,"Chris Smith",19,63,317,1
"1728",23729,"Chris Swailes",16,60,111,1
"1729",23016,"Chris Turner",1,60,133,1
"1730",27471,"Chris",47,76,145,1
"1731",266280,"Christ Mbondi",1,57,41,1
"1732",45496,"Christiaan Kum",168,70,127,1
"1733",34530,"Christian Abbiati",167,85,417,1
"1734",282474,"Christian Alfonso",1,68,50,1
"1735",41861,"Christian Amoroso",7,74,142,1
"1736",242887,"Christian Atsu",41,76,56,4
"1737",111068,"Christian Bekamenga",17,71,81,1
"1738",148315,"Christian Benteke",149,82,104,2
"1739",39444,"Christian Brocchi",75,77,148,1
"1740",67890,"Christian Bruels",91,72,47,2
"1741",178804,"Christian Clemens",70,75,144,1
"1742",24742,"Christian Dailly",3,73,126,1
"1743",39334,"Christian Daniel Ledesma",177,82,155,1
"1744",58358,"Christian Dorda",33,65,118,3
"1745",37381,"Christian Eichner",95,75,145,1
"1746",33772,"Christian Eigler",30,72,126,1
"1747",157723,"Christian Eriksen",153,84,138,2
"1748",18664,"Christian Fernandez",65,72,142,1
"1749",43061,"Christian Fuchs",184,77,145,2
"1750",27324,"Christian Gentner",191,78,148,1
"1751",282475,"Christian Gomez",17,70,43,1
"1752",40290,"Christian Grindheim",61,74,144,1
"1753",355358,"Christian Guenter",59,72,55,1
"1754",304017,"Christian Irobiso",1,63,54,1
"1755",149219,"Christian Kabasele",53,75,61,1
"1756",35437,"Christian Kalvenes",3,70,139,1
"1757",46230,"Christian Kinkela",7,67,140,2
"1758",67357,"Christian Leite",2,59,296,1
"1759",35988,"Christian Lell",66,74,139,2
"1760",39535,"Christian Maggio",197,81,158,1
"1761",448805,"Christian Mathenia",33,72,355,1
"1762",33956,"Christian Nade",34,68,96,1
"1763",25549,"Christian Obodo",16,79,144,2
"1764",30250,"Christian Pander",55,78,165,1
"1765",27693,"Christian Panucci",37,80,145,1
"1766",41727,"Christian Pouga",30,69,86,2
"1767",32937,"Christian Poulsen",69,83,164,4
"1768",50669,"Christian Puggioni",55,75,370,1
"1769",688295,"Christian Pulisic",1,65,63,1
"1770",288349,"Christian Santos",28,71,121,1
"1771",66930,"Christian Schlauri",6,53,49,1
"1772",92252,"Christian Schneuwly",117,69,115,1
"1773",25483,"Christian Schulz",211,75,157,1
"1774",25260,"Christian Schwegler",12,71,136,1
"1775",97727,"Christian Strohdiek",18,70,96,1
"1776",195783,"Christian Supusepa",31,64,55,1
"1777",39541,"Christian Terlizzi",59,77,155,1
"1778",34971,"Christian Tiffert",40,76,142,1
"1779",38183,"Christian Timm",3,72,127,1
"1780",27774,"Christian Traesch",168,78,132,1
"1781",35991,"Christian Vander",3,67,331,1
"1782",38490,"Christian Vieri",1,84,113,1
"1783",37354,"Christian Weber",1,70,132,1
"1784",27488,"Christian Wetklo",83,74,363,1
"1785",480799,"Christian",10,68,45,1
"1786",281847,"Christie Elliot",9,62,59,1
"1787",36051,"Christoph Dabrowski",56,74,150,1
"1788",185342,"Christoph Hemlein",17,67,49,1
"1789",29543,"Christoph Janker",21,70,107,1
"1790",269788,"Christoph Kramer",85,79,44,1
"1791",30649,"Christoph Metzelder",55,87,145,2
"1792",180126,"Christoph Moritz",54,74,140,1
"1793",30912,"Christoph Spycher",120,75,132,2
"1794",32581,"Christophe Berra",114,76,136,2
"1795",202510,"Christophe Bertjens",1,52,47,1
"1796",38246,"Christophe Gregoire",19,71,105,2
"1797",37044,"Christophe Grondin",15,69,135,1
"1798",40730,"Christophe Jallet",179,79,149,1
"1799",277412,"Christophe Kerbrat",87,75,54,1
"1800",42292,"Christophe Lambert",14,56,124,1
"1801",41176,"Christophe Landrin",35,76,137,1
"1802",26916,"Christophe Lepoint",71,71,137,1
"1803",46884,"Christophe Mandanne",34,74,127,1
"1804",41186,"Christophe Revault",33,78,386,1
"1805",200965,"Christopher Avevor",4,67,45,1
"1806",523758,"Christopher Cadden",13,53,56,1
"1807",407747,"Christopher Dilo",6,58,290,1
"1808",154229,"Christopher Glombard",31,70,48,1
"1809",36029,"Christopher Heimeroth",27,72,353,1
"1810",303343,"Christopher Johnston",20,66,55,1
"1811",314399,"Christopher Kane",12,61,61,1
"1812",192711,"Christopher Maboulou",6,72,61,1
"1813",32421,"Christopher Maguire",59,69,130,1
"1814",728125,"Christopher McLaughlin",2,50,49,1
"1815",33954,"Christopher Mitchell",3,56,87,1
"1816",704523,"Christopher Nkunku",3,62,43,1
"1817",94690,"Christopher Noethe",3,70,97,1
"1818",190010,"Christopher Oualembo",32,67,64,2
"1819",207952,"Christopher Routis",34,59,62,1
"1820",19020,"Christopher Samba",120,79,132,1
"1821",50395,"Christopher Schorch",14,68,121,1
"1822",460635,"Christopher Teichmann",3,56,44,1
"1823",201101,"Christopher Verbist",1,58,49,1
"1824",408104,"Christos Donis",1,65,46,1
"1825",12985,"Christos Karypidis",22,66,126,1
"1826",31092,"Chu-Young Park",59,79,141,2
"1827",298665,"Chuks Aneke",16,68,46,1
"1828",319055,"Chuli",1,71,53,1
"1829",150279,"Chumbinho",3,64,135,1
"1830",130670,"Chung-Yong Lee",54,78,140,1
"1831",161414,"Ciaran Clark",115,77,125,1
"1832",31244,"Cicero",42,78,144,1
"1833",43303,"Cicero",45,71,67,1
"1834",172430,"Cicinho",19,76,40,1
"1835",30996,"Cicinho",17,80,152,1
"1836",469282,"Cihat Celik",1,60,50,1
"1837",56852,"Cillian Sheridan",70,65,68,1
"1838",40203,"Ciprian Marica",57,76,128,2
"1839",103218,"Ciprian Tatarusanu",46,75,376,1
"1840",37768,"Ciro Capuano",85,73,156,1
"1841",161660,"Ciro Immobile",74,80,122,3
"1842",39713,"Ciro Polito",4,71,350,1
"1843",37211,"Civard Sprockel",48,68,136,1
"1844",41852,"Claiton Dos Santos",4,72,60,1
"1845",400962,"Clarck Nsikulu",13,68,59,1
"1846",26096,"Clarence Seedorf",70,83,154,1
"1847",199325,"Clark Robertson",37,61,49,1
"1848",23349,"Clarke Carlisle",25,74,125,1
"1849",94033,"Claude Dielna",16,68,103,1
"1850",17296,"Claude Gnakpa",1,58,72,1
"1851",474102,"Claude Goncalves",6,68,62,1
"1852",30695,"Claude Makelele",87,82,142,1
"1853",114688,"Claudemir",60,76,136,2
"1854",19524,"Claudemir",88,70,53,1
"1855",71602,"Claudio Beauvue",52,79,96,2
"1856",41862,"Claudio Bellucci",23,78,115,1
"1857",37421,"Claudio Bravo",212,83,416,1
"1858",26161,"Claudio Cacapa",3,81,142,1
"1859",38113,"Claudio Lito",39,71,124,1
"1860",42294,"Claudio Lustenberger",199,65,115,1
"1861",41890,"Claudio Marchisio",204,85,164,1
"1862",18853,"Claudio Morel",7,73,181,1
"1863",39218,"Claudio Pani",1,66,147,1
"1864",19427,"Claudio Pitbull",31,73,136,1
"1865",25366,"Claudio Pizarro",127,84,119,1
"1866",181433,"Claudio Ramos",19,66,331,1
"1867",39208,"Claudio Rivalta",9,71,137,1
"1868",41874,"Claudio Terzi",75,74,126,1
"1869",113968,"Claudio Yacob",86,79,41,1
"1870",164338,"Claudio",41,71,46,1
"1871",26263,"Claudiu Keseru",10,75,115,1
"1872",181313,"Clebao",5,70,57,1
